연도,월,채널,대분류,중분류,금액
2024,04,신채널,건강,순수형,1.0
2024,04,신채널,건강,특화형,0.2
2024,04,신채널,건강,환급형,0.6
2024,04,신채널,연금저축,연금/저축,1.2
2024,04,신채널,종신,목적종신,1.0
2024,04,신채널,종신,일반종신,0.4
2024,05,AFC,건강,순수형,0.9
2024,05,AFC,건강,특화형,0.1
2024,05,AFC,건강,환급형,0.6
2024,05,AFC,연금저축,연금/저축,1.0
2024,05,AFC,종신,목적종신,0.9
2024,05,AFC,종신,일반종신,0.3
2024,05,BA,건강,순수형,0.0
2024,05,BA,건강,특화형,0.0
2024,05,BA,건강,환급형,0.0
2024,05,BA,연금저축,연금/저축,25.1
2024,05,BA,종신,목적종신,0.0
2024,05,BA,종신,일반종신,0.0
2024,05,FC,건강,순수형,43.4
2024,05,FC,건강,특화형,6.4
2024,05,FC,건강,환급형,30.6
2024,05,FC,연금저축,연금/저축,2.0
2024,05,FC,종신,목적종신,41.4
2024,05,FC,종신,일반종신,14.5
2024,05,GA,건강,순수형,9.3
2024,05,GA,건강,특화형,1.4
2024,05,GA,건강,환급형,6.5
2024,05,GA,연금저축,연금/저축,2.0
2024,05,GA,종신,목적종신,8.8
2024,05,GA,종신,일반종신,3.1
2024,05,GFC,건강,순수형,8.7
2024,05,GFC,건강,특화형,1.3
2024,05,GFC,건강,환급형,6.1
2024,05,GFC,연금저축,연금/저축,2.0
2024,05,GFC,종신,목적종신,8.3
2024,05,GFC,종신,일반종신,2.9
2024,05,금융서비스,건강,순수형,1.8
2024,05,금융서비스,건강,특화형,0.3
2024,05,금융서비스,건강,환급형,1.3
2024,05,금융서비스,연금저축,연금/저축,2.0
2024,05,금융서비스,종신,목적종신,1.7
2024,05,금융서비스,종신,일반종신,0.6
2024,05,디지털,건강,순수형,0.3
2024,05,디지털,건강,특화형,0.0
2024,05,디지털,건강,환급형,0.2
2024,05,디지털,연금저축,연금/저축,5.0
2024,05,디지털,종신,목적종신,0.3
2024,05,디지털,종신,일반종신,0.1
2024,05,신채널,건강,순수형,1.0
2024,05,신채널,건강,특화형,0.2
2024,05,신채널,건강,환급형,0.8
2024,05,신채널,연금저축,연금/저축,1.0
2024,05,신채널,종신,목적종신,0.9
2024,05,신채널,종신,일반종신,0.4
2024,06,AFC,건강,순수형,0.9
2024,06,AFC,건강,특화형,0.1
2024,06,AFC,건강,환급형,0.6
2024,06,AFC,연금저축,연금/저축,1.0
2024,06,AFC,종신,목적종신,0.9
2024,06,AFC,종신,일반종신,0.3
2024,06,BA,건강,순수형,0.0
2024,06,BA,건강,특화형,0.0
2024,06,BA,건강,환급형,0.0
2024,06,BA,연금저축,연금/저축,24.2
2024,06,BA,종신,목적종신,0.0
2024,06,BA,종신,일반종신,0.0
2024,06,FC,건강,순수형,40.5
2024,06,FC,건강,특화형,6.0
2024,06,FC,건강,환급형,28.5
2024,06,FC,연금저축,연금/저축,1.9
2024,06,FC,종신,목적종신,41.8
2024,06,FC,종신,일반종신,14.7
2024,06,GA,건강,순수형,8.7
2024,06,GA,건강,특화형,1.3
2024,06,GA,건강,환급형,6.1
2024,06,GA,연금저축,연금/저축,1.9
2024,06,GA,종신,목적종신,8.9
2024,06,GA,종신,일반종신,3.2
2024,06,GFC,건강,순수형,8.1
2024,06,GFC,건강,특화형,1.2
2024,06,GFC,건강,환급형,5.7
2024,06,GFC,연금저축,연금/저축,1.9
2024,06,GFC,종신,목적종신,8.4
2024,06,GFC,종신,일반종신,3.0
2024,06,금융서비스,건강,순수형,1.7
2024,06,금융서비스,건강,특화형,0.3
2024,06,금융서비스,건강,환급형,1.2
2024,06,금융서비스,연금저축,연금/저축,1.9
2024,06,금융서비스,종신,목적종신,1.8
2024,06,금융서비스,종신,일반종신,0.6
2024,06,디지털,건강,순수형,0.3
2024,06,디지털,건강,특화형,0.0
2024,06,디지털,건강,환급형,0.2
2024,06,디지털,연금저축,연금/저축,4.8
2024,06,디지털,종신,목적종신,0.3
2024,06,디지털,종신,일반종신,0.1
2024,06,신채널,건강,순수형,0.8
2024,06,신채널,건강,특화형,0.1
2024,06,신채널,건강,환급형,0.6
2024,06,신채널,연금저축,연금/저축,1.1
2024,06,신채널,종신,목적종신,0.9
2024,06,신채널,종신,일반종신,0.3
2024,07,AFC,건강,순수형,0.9
2024,07,AFC,건강,특화형,0.1
2024,07,AFC,건강,환급형,0.6
2024,07,AFC,연금저축,연금/저축,1.0
2024,07,AFC,종신,목적종신,0.9
2024,07,AFC,종신,일반종신,0.3
2024,07,BA,건강,순수형,0.0
2024,07,BA,건강,특화형,0.0
2024,07,BA,건강,환급형,0.0
2024,07,BA,연금저축,연금/저축,24.2
2024,07,BA,종신,목적종신,0.0
2024,07,BA,종신,일반종신,0.0
2024,07,FC,건강,순수형,40.9
2024,07,FC,건강,특화형,6.0
2024,07,FC,건강,환급형,28.8
2024,07,FC,연금저축,연금/저축,1.9
2024,07,FC,종신,목적종신,41.5
2024,07,FC,종신,일반종신,14.5
2024,07,GA,건강,순수형,8.7
2024,07,GA,건강,특화형,1.3
2024,07,GA,건강,환급형,6.2
2024,07,GA,연금저축,연금/저축,1.9
2024,07,GA,종신,목적종신,8.9
2024,07,GA,종신,일반종신,3.1
2024,07,GFC,건강,순수형,8.2
2024,07,GFC,건강,특화형,1.2
2024,07,GFC,건강,환급형,5.8
2024,07,GFC,연금저축,연금/저축,1.9
2024,07,GFC,종신,목적종신,8.3
2024,07,GFC,종신,일반종신,2.9
2024,07,금융서비스,건강,순수형,1.7
2024,07,금융서비스,건강,특화형,0.3
2024,07,금융서비스,건강,환급형,1.2
2024,07,금융서비스,연금저축,연금/저축,1.9
2024,07,금융서비스,종신,목적종신,1.8
2024,07,금융서비스,종신,일반종신,0.6
2024,07,디지털,건강,순수형,0.3
2024,07,디지털,건강,특화형,0.0
2024,07,디지털,건강,환급형,0.2
2024,07,디지털,연금저축,연금/저축,4.8
2024,07,디지털,종신,목적종신,0.3
2024,07,디지털,종신,일반종신,0.1
2024,07,신채널,건강,순수형,0.9
2024,07,신채널,건강,특화형,0.2
2024,07,신채널,건강,환급형,0.6
2024,07,신채널,연금저축,연금/저축,1.1
2024,07,신채널,종신,목적종신,0.8
2024,07,신채널,종신,일반종신,0.4
2024,08,AFC,건강,순수형,0.9
2024,08,AFC,건강,특화형,0.1
2024,08,AFC,건강,환급형,0.6
2024,08,AFC,연금저축,연금/저축,1.0
2024,08,AFC,종신,목적종신,0.9
2024,08,AFC,종신,일반종신,0.3
2024,08,BA,건강,순수형,0.0
2024,08,BA,건강,특화형,0.0
2024,08,BA,건강,환급형,0.0
2024,08,BA,연금저축,연금/저축,24.0
2024,08,BA,종신,목적종신,0.0
2024,08,BA,종신,일반종신,0.0
2024,08,FC,건강,순수형,40.9
2024,08,FC,건강,특화형,6.0
2024,08,FC,건강,환급형,28.8
2024,08,FC,연금저축,연금/저축,1.9
2024,08,FC,종신,목적종신,40.6
2024,08,FC,종신,일반종신,14.3
2024,08,GA,건강,순수형,8.7
2024,08,GA,건강,특화형,1.3
2024,08,GA,건강,환급형,6.2
2024,08,GA,연금저축,연금/저축,1.9
2024,08,GA,종신,목적종신,8.7
2024,08,GA,종신,일반종신,3.1
2024,08,GFC,건강,순수형,8.2
2024,08,GFC,건강,특화형,1.2
2024,08,GFC,건강,환급형,5.8
2024,08,GFC,연금저축,연금/저축,1.9
2024,08,GFC,종신,목적종신,8.1
2024,08,GFC,종신,일반종신,2.9
2024,08,금융서비스,건강,순수형,1.7
2024,08,금융서비스,건강,특화형,0.3
2024,08,금융서비스,건강,환급형,1.2
2024,08,금융서비스,연금저축,연금/저축,1.9
2024,08,금융서비스,종신,목적종신,1.7
2024,08,금융서비스,종신,일반종신,0.6
2024,08,디지털,건강,순수형,0.3
2024,08,디지털,건강,특화형,0.0
2024,08,디지털,건강,환급형,0.2
2024,08,디지털,연금저축,연금/저축,4.8
2024,08,디지털,종신,목적종신,0.3
2024,08,디지털,종신,일반종신,0.1
2024,08,신채널,건강,순수형,0.9
2024,08,신채널,건강,특화형,0.2
2024,08,신채널,건강,환급형,0.6
2024,08,신채널,연금저축,연금/저축,1.0
2024,08,신채널,종신,목적종신,0.8
2024,08,신채널,종신,일반종신,0.2
2024,09,AFC,건강,순수형,0.9
2024,09,AFC,건강,특화형,0.1
2024,09,AFC,건강,환급형,0.6
2024,09,AFC,연금저축,연금/저축,1.0
2024,09,AFC,종신,목적종신,0.9
2024,09,AFC,종신,일반종신,0.3
2024,09,BA,건강,순수형,0.0
2024,09,BA,건강,특화형,0.0
2024,09,BA,건강,환급형,0.0
2024,09,BA,연금저축,연금/저축,24.6
2024,09,BA,종신,목적종신,0.0
2024,09,BA,종신,일반종신,0.0
2024,09,FC,건강,순수형,42.4
2024,09,FC,건강,특화형,6.2
2024,09,FC,건강,환급형,29.8
2024,09,FC,연금저축,연금/저축,2.0
2024,09,FC,종신,목적종신,41.1
2024,09,FC,종신,일반종신,14.5
2024,09,GA,건강,순수형,9.1
2024,09,GA,건강,특화형,1.3
2024,09,GA,건강,환급형,6.4
2024,09,GA,연금저축,연금/저축,2.0
2024,09,GA,종신,목적종신,8.8
2024,09,GA,종신,일반종신,3.1
2024,09,GFC,건강,순수형,8.5
2024,09,GFC,건강,특화형,1.3
2024,09,GFC,건강,환급형,6.0
2024,09,GFC,연금저축,연금/저축,2.0
2024,09,GFC,종신,목적종신,8.2
2024,09,GFC,종신,일반종신,2.9
2024,09,금융서비스,건강,순수형,1.8
2024,09,금융서비스,건강,특화형,0.3
2024,09,금융서비스,건강,환급형,1.3
2024,09,금융서비스,연금저축,연금/저축,2.0
2024,09,금융서비스,종신,목적종신,1.7
2024,09,금융서비스,종신,일반종신,0.6
2024,09,디지털,건강,순수형,0.3
2024,09,디지털,건강,특화형,0.0
2024,09,디지털,건강,환급형,0.2
2024,09,디지털,연금저축,연금/저축,4.9
2024,09,디지털,종신,목적종신,0.3
2024,09,디지털,종신,일반종신,0.1
2024,09,신채널,건강,순수형,0.8
2024,09,신채널,건강,특화형,0.2
2024,09,신채널,건강,환급형,0.6
2024,09,신채널,연금저축,연금/저축,0.9
2024,09,신채널,종신,목적종신,0.9
2024,09,신채널,종신,일반종신,0.3
2024,10,AFC,건강,순수형,1.0
2024,10,AFC,건강,특화형,0.1
2024,10,AFC,건강,환급형,0.7
2024,10,AFC,연금저축,연금/저축,1.0
2024,10,AFC,종신,목적종신,0.9
2024,10,AFC,종신,일반종신,0.3
2024,10,BA,건강,순수형,0.0
2024,10,BA,건강,특화형,0.0
2024,10,BA,건강,환급형,0.0
2024,10,BA,연금저축,연금/저축,26.2
2024,10,BA,종신,목적종신,0.0
2024,10,BA,종신,일반종신,0.0
2024,10,FC,건강,순수형,45.4
2024,10,FC,건강,특화형,6.7
2024,10,FC,건강,환급형,31.9
2024,10,FC,연금저축,연금/저축,2.1
2024,10,FC,종신,목적종신,43.2
2024,10,FC,종신,일반종신,15.2
2024,10,GA,건강,순수형,9.7
2024,10,GA,건강,특화형,1.4
2024,10,GA,건강,환급형,6.8
2024,10,GA,연금저축,연금/저축,2.1
2024,10,GA,종신,목적종신,9.2
2024,10,GA,종신,일반종신,3.3
2024,10,GFC,건강,순수형,9.1
2024,10,GFC,건강,특화형,1.3
2024,10,GFC,건강,환급형,6.4
2024,10,GFC,연금저축,연금/저축,2.1
2024,10,GFC,종신,목적종신,8.6
2024,10,GFC,종신,일반종신,3.0
2024,10,금융서비스,건강,순수형,1.9
2024,10,금융서비스,건강,특화형,0.3
2024,10,금융서비스,건강,환급형,1.3
2024,10,금융서비스,연금저축,연금/저축,2.1
2024,10,금융서비스,종신,목적종신,1.8
2024,10,금융서비스,종신,일반종신,0.6
2024,10,디지털,건강,순수형,0.3
2024,10,디지털,건강,특화형,0.1
2024,10,디지털,건강,환급형,0.2
2024,10,디지털,연금저축,연금/저축,5.2
2024,10,디지털,종신,목적종신,0.3
2024,10,디지털,종신,일반종신,0.1
2024,10,신채널,건강,순수형,1.0
2024,10,신채널,건강,특화형,0.2
2024,10,신채널,건강,환급형,0.8
2024,10,신채널,연금저축,연금/저축,1.1
2024,10,신채널,종신,목적종신,1.0
2024,10,신채널,종신,일반종신,0.4
2024,11,AFC,건강,순수형,0.9
2024,11,AFC,건강,특화형,0.1
2024,11,AFC,건강,환급형,0.6
2024,11,AFC,연금저축,연금/저축,1.0
2024,11,AFC,종신,목적종신,0.9
2024,11,AFC,종신,일반종신,0.3
2024,11,BA,건강,순수형,0.0
2024,11,BA,건강,특화형,0.0
2024,11,BA,건강,환급형,0.0
2024,11,BA,연금저축,연금/저축,26.0
2024,11,BA,종신,목적종신,0.0
2024,11,BA,종신,일반종신,0.0
2024,11,FC,건강,순수형,43.6
2024,11,FC,건강,특화형,6.4
2024,11,FC,건강,환급형,30.7
2024,11,FC,연금저축,연금/저축,2.1
2024,11,FC,종신,목적종신,45.0
2024,11,FC,종신,일반종신,15.8
2024,11,GA,건강,순수형,9.3
2024,11,GA,건강,특화형,1.4
2024,11,GA,건강,환급형,6.6
2024,11,GA,연금저축,연금/저축,2.1
2024,11,GA,종신,목적종신,9.6
2024,11,GA,종신,일반종신,3.4
2024,11,GFC,건강,순수형,8.7
2024,11,GFC,건강,특화형,1.3
2024,11,GFC,건강,환급형,6.1
2024,11,GFC,연금저축,연금/저축,2.1
2024,11,GFC,종신,목적종신,9.0
2024,11,GFC,종신,일반종신,3.2
2024,11,금융서비스,건강,순수형,1.8
2024,11,금융서비스,건강,특화형,0.3
2024,11,금융서비스,건강,환급형,1.3
2024,11,금융서비스,연금저축,연금/저축,2.1
2024,11,금융서비스,종신,목적종신,1.9
2024,11,금융서비스,종신,일반종신,0.7
2024,11,디지털,건강,순수형,0.3
2024,11,디지털,건강,특화형,0.0
2024,11,디지털,건강,환급형,0.2
2024,11,디지털,연금저축,연금/저축,5.2
2024,11,디지털,종신,목적종신,0.3
2024,11,디지털,종신,일반종신,0.1
2024,11,신채널,건강,순수형,1.0
2024,11,신채널,건강,특화형,0.2
2024,11,신채널,건강,환급형,0.7
2024,11,신채널,연금저축,연금/저축,1.0
2024,11,신채널,종신,목적종신,1.1
2024,11,신채널,종신,일반종신,0.3
2024,12,AFC,건강,순수형,1.0
2024,12,AFC,건강,특화형,0.1
2024,12,AFC,건강,환급형,0.7
2024,12,AFC,연금저축,연금/저축,1.1
2024,12,AFC,종신,목적종신,1.0
2024,12,AFC,종신,일반종신,0.4
2024,12,BA,건강,순수형,0.0
2024,12,BA,건강,특화형,0.0
2024,12,BA,건강,환급형,0.0
2024,12,BA,연금저축,연금/저축,27.6
2024,12,BA,종신,목적종신,0.0
2024,12,BA,종신,일반종신,0.0
2024,12,FC,건강,순수형,46.6
2024,12,FC,건강,특화형,6.9
2024,12,FC,건강,환급형,32.8
2024,12,FC,연금저축,연금/저축,2.2
2024,12,FC,종신,목적종신,47.1
2024,12,FC,종신,일반종신,16.6
2024,12,GA,건강,순수형,10.0
2024,12,GA,건강,특화형,1.5
2024,12,GA,건강,환급형,7.0
2024,12,GA,연금저축,연금/저축,2.2
2024,12,GA,종신,목적종신,10.1
2024,12,GA,종신,일반종신,3.5
2024,12,GFC,건강,순수형,9.3
2024,12,GFC,건강,특화형,1.4
2024,12,GFC,건강,환급형,6.6
2024,12,GFC,연금저축,연금/저축,2.2
2024,12,GFC,종신,목적종신,9.4
2024,12,GFC,종신,일반종신,3.3
2024,12,금융서비스,건강,순수형,2.0
2024,12,금융서비스,건강,특화형,0.3
2024,12,금융서비스,건강,환급형,1.4
2024,12,금융서비스,연금저축,연금/저축,2.2
2024,12,금융서비스,종신,목적종신,2.0
2024,12,금융서비스,종신,일반종신,0.7
2024,12,디지털,건강,순수형,0.4
2024,12,디지털,건강,특화형,0.1
2024,12,디지털,건강,환급형,0.2
2024,12,디지털,연금저축,연금/저축,5.5
2024,12,디지털,종신,목적종신,0.4
2024,12,디지털,종신,일반종신,0.1
2024,12,신채널,건강,순수형,0.9
2024,12,신채널,건강,특화형,0.1
2024,12,신채널,건강,환급형,0.7
2024,12,신채널,연금저축,연금/저축,1.1
2024,12,신채널,종신,목적종신,1.0
2024,12,신채널,종신,일반종신,0.4
2025,01,AFC,건강,순수형,0.9
2025,01,AFC,건강,특화형,0.1
2025,01,AFC,건강,환급형,0.6
2025,01,AFC,연금저축,연금/저축,1.0
2025,01,AFC,종신,목적종신,0.8
2025,01,AFC,종신,일반종신,0.3
2025,01,BA,건강,순수형,0.0
2025,01,BA,건강,특화형,0.0
2025,01,BA,건강,환급형,0.0
2025,01,BA,연금저축,연금/저축,23.9
2025,01,BA,종신,목적종신,0.0
2025,01,BA,종신,일반종신,0.0
2025,01,FC,건강,순수형,43.6
2025,01,FC,건강,특화형,6.4
2025,01,FC,건강,환급형,30.7
2025,01,FC,연금저축,연금/저축,1.9
2025,01,FC,종신,목적종신,39.0
2025,01,FC,종신,일반종신,13.7
2025,01,GA,건강,순수형,9.3
2025,01,GA,건강,특화형,1.4
2025,01,GA,건강,환급형,6.6
2025,01,GA,연금저축,연금/저축,1.9
2025,01,GA,종신,목적종신,8.3
2025,01,GA,종신,일반종신,2.9
2025,01,GFC,건강,순수형,8.7
2025,01,GFC,건강,특화형,1.3
2025,01,GFC,건강,환급형,6.1
2025,01,GFC,연금저축,연금/저축,1.9
2025,01,GFC,종신,목적종신,7.8
2025,01,GFC,종신,일반종신,2.7
2025,01,금융서비스,건강,순수형,1.8
2025,01,금융서비스,건강,특화형,0.3
2025,01,금융서비스,건강,환급형,1.3
2025,01,금융서비스,연금저축,연금/저축,1.9
2025,01,금융서비스,종신,목적종신,1.6
2025,01,금융서비스,종신,일반종신,0.6
2025,01,디지털,건강,순수형,0.3
2025,01,디지털,건강,특화형,0.0
2025,01,디지털,건강,환급형,0.2
2025,01,디지털,연금저축,연금/저축,4.8
2025,01,디지털,종신,목적종신,0.3
2025,01,디지털,종신,일반종신,0.1
2025,01,신채널,건강,순수형,1.0
2025,01,신채널,건강,특화형,0.2
2025,01,신채널,건강,환급형,0.7
2025,01,신채널,연금저축,연금/저축,1.0
2025,01,신채널,종신,목적종신,1.0
2025,01,신채널,종신,일반종신,0.3
2025,02,AFC,건강,순수형,0.9
2025,02,AFC,건강,특화형,0.1
2025,02,AFC,건강,환급형,0.6
2025,02,AFC,연금저축,연금/저축,0.9
2025,02,AFC,종신,목적종신,0.8
2025,02,AFC,종신,일반종신,0.3
2025,02,BA,건강,순수형,0.0
2025,02,BA,건강,특화형,0.0
2025,02,BA,건강,환급형,0.0
2025,02,BA,연금저축,연금/저축,23.4
2025,02,BA,종신,목적종신,0.0
2025,02,BA,종신,일반종신,0.0
2025,02,FC,건강,순수형,43.1
2025,02,FC,건강,특화형,6.4
2025,02,FC,건강,환급형,30.3
2025,02,FC,연금저축,연금/저축,1.9
2025,02,FC,종신,목적종신,37.7
2025,02,FC,종신,일반종신,13.3
2025,02,GA,건강,순수형,9.2
2025,02,GA,건강,특화형,1.4
2025,02,GA,건강,환급형,6.5
2025,02,GA,연금저축,연금/저축,1.9
2025,02,GA,종신,목적종신,8.1
2025,02,GA,종신,일반종신,2.8
2025,02,GFC,건강,순수형,8.6
2025,02,GFC,건강,특화형,1.3
2025,02,GFC,건강,환급형,6.1
2025,02,GFC,연금저축,연금/저축,1.9
2025,02,GFC,종신,목적종신,7.6
2025,02,GFC,종신,일반종신,2.7
2025,02,금융서비스,건강,순수형,1.8
2025,02,금융서비스,건강,특화형,0.3
2025,02,금융서비스,건강,환급형,1.3
2025,02,금융서비스,연금저축,연금/저축,1.9
2025,02,금융서비스,종신,목적종신,1.6
2025,02,금융서비스,종신,일반종신,0.6
2025,02,디지털,건강,순수형,0.3
2025,02,디지털,건강,특화형,0.0
2025,02,디지털,건강,환급형,0.2
2025,02,디지털,연금저축,연금/저축,4.7
2025,02,디지털,종신,목적종신,0.3
2025,02,디지털,종신,일반종신,0.1
2025,02,신채널,건강,순수형,1.0
2025,02,신채널,건강,특화형,0.1
2025,02,신채널,건강,환급형,0.6
2025,02,신채널,연금저축,연금/저축,0.9
2025,02,신채널,종신,목적종신,0.7
2025,02,신채널,종신,일반종신,0.2
2025,03,AFC,건강,순수형,1.0
2025,03,AFC,건강,특화형,0.1
2025,03,AFC,건강,환급형,0.7
2025,03,AFC,연금저축,연금/저축,1.0
2025,03,AFC,종신,목적종신,0.8
2025,03,AFC,종신,일반종신,0.3
2025,03,BA,건강,순수형,0.0
2025,03,BA,건강,특화형,0.0
2025,03,BA,건강,환급형,0.0
2025,03,BA,연금저축,연금/저축,25.1
2025,03,BA,종신,목적종신,0.0
2025,03,BA,종신,일반종신,0.0
2025,03,FC,건강,순수형,46.4
2025,03,FC,건강,특화형,6.9
2025,03,FC,건강,환급형,32.7
2025,03,FC,연금저축,연금/저축,2.0
2025,03,FC,종신,목적종신,39.8
2025,03,FC,종신,일반종신,14.0
2025,03,GA,건강,순수형,9.9
2025,03,GA,건강,특화형,1.5
2025,03,GA,건강,환급형,7.0
2025,03,GA,연금저축,연금/저축,2.0
2025,03,GA,종신,목적종신,8.5
2025,03,GA,종신,일반종신,3.0
2025,03,GFC,건강,순수형,9.3
2025,03,GFC,건강,특화형,1.4
2025,03,GFC,건강,환급형,6.5
2025,03,GFC,연금저축,연금/저축,2.0
2025,03,GFC,종신,목적종신,8.0
2025,03,GFC,종신,일반종신,2.8
2025,03,금융서비스,건강,순수형,2.0
2025,03,금융서비스,건강,특화형,0.3
2025,03,금융서비스,건강,환급형,1.4
2025,03,금융서비스,연금저축,연금/저축,2.0
2025,03,금융서비스,종신,목적종신,1.7
2025,03,금융서비스,종신,일반종신,0.6
2025,03,디지털,건강,순수형,0.3
2025,03,디지털,건강,특화형,0.1
2025,03,디지털,건강,환급형,0.2
2025,03,디지털,연금저축,연금/저축,5.0
2025,03,디지털,종신,목적종신,0.3
2025,03,디지털,종신,일반종신,0.1
2025,03,신채널,건강,순수형,1.0
2025,03,신채널,건강,특화형,0.1
2025,03,신채널,건강,환급형,0.7
2025,03,신채널,연금저축,연금/저축,1.0
2025,03,신채널,종신,목적종신,0.8
2025,03,신채널,종신,일반종신,0.3
2025,04,AFC,건강,순수형,1.0
2025,04,AFC,건강,특화형,0.2
2025,04,AFC,건강,환급형,0.7
2025,04,AFC,연금저축,연금/저축,1.0
2025,04,AFC,종신,목적종신,0.9
2025,04,AFC,종신,일반종신,0.3
2025,04,BA,건강,순수형,0.0
2025,04,BA,건강,특화형,0.0
2025,04,BA,건강,환급형,0.0
2025,04,BA,연금저축,연금/저축,25.9
2025,04,BA,종신,목적종신,0.0
2025,04,BA,종신,일반종신,0.0
2025,04,FC,건강,순수형,48.3
2025,04,FC,건강,특화형,7.2
2025,04,FC,건강,환급형,34.0
2025,04,FC,연금저축,연금/저축,2.1
2025,04,FC,종신,목적종신,40.5
2025,04,FC,종신,일반종신,14.3
2025,04,GA,건강,순수형,10.3
2025,04,GA,건강,특화형,1.5
2025,04,GA,건강,환급형,7.3
2025,04,GA,연금저축,연금/저축,2.1
2025,04,GA,종신,목적종신,8.7
2025,04,GA,종신,일반종신,3.1
2025,04,GFC,건강,순수형,9.7
2025,04,GFC,건강,특화형,1.4
2025,04,GFC,건강,환급형,6.8
2025,04,GFC,연금저축,연금/저축,2.1
2025,04,GFC,종신,목적종신,8.1
2025,04,GFC,종신,일반종신,2.9
2025,04,금융서비스,건강,순수형,2.0
2025,04,금융서비스,건강,특화형,0.3
2025,04,금융서비스,건강,환급형,1.4
2025,04,금융서비스,연금저축,연금/저축,2.1
2025,04,금융서비스,종신,목적종신,1.7
2025,04,금융서비스,종신,일반종신,0.6
2025,04,디지털,건강,순수형,0.4
2025,04,디지털,건강,특화형,0.1
2025,04,디지털,건강,환급형,0.3
2025,04,디지털,연금저축,연금/저축,5.2
2025,04,디지털,종신,목적종신,0.3
2025,04,디지털,종신,일반종신,0.1
2025,04,신채널,건강,순수형,1.0
2025,04,신채널,건강,특화형,0.1
2025,04,신채널,건강,환급형,0.7
2025,04,신채널,연금저축,연금/저축,0.9
2025,04,신채널,종신,목적종신,0.8
2025,04,신채널,종신,일반종신,0.2
2025,05,AFC,건강,순수형,0.9
2025,05,AFC,건강,특화형,0.1
2025,05,AFC,건강,환급형,0.7
2025,05,AFC,연금저축,연금/저축,1.0
2025,05,AFC,종신,목적종신,0.9
2025,05,AFC,종신,일반종신,0.3
2025,05,BA,건강,순수형,0.0
2025,05,BA,건강,특화형,0.0
2025,05,BA,건강,환급형,0.0
2025,05,BA,연금저축,연금/저축,24.7
2025,05,BA,종신,목적종신,0.0
2025,05,BA,종신,일반종신,0.0
2025,05,FC,건강,순수형,44.6
2025,05,FC,건강,특화형,6.6
2025,05,FC,건강,환급형,31.4
2025,05,FC,연금저축,연금/저축,2.0
2025,05,FC,종신,목적종신,40.8
2025,05,FC,종신,일반종신,14.3
2025,05,GA,건강,순수형,9.5
2025,05,GA,건강,특화형,1.4
2025,05,GA,건강,환급형,6.7
2025,05,GA,연금저축,연금/저축,2.0
2025,05,GA,종신,목적종신,8.7
2025,05,GA,종신,일반종신,3.1
2025,05,GFC,건강,순수형,8.9
2025,05,GFC,건강,특화형,1.3
2025,05,GFC,건강,환급형,6.3
2025,05,GFC,연금저축,연금/저축,2.0
2025,05,GFC,종신,목적종신,8.2
2025,05,GFC,종신,일반종신,2.9
2025,05,금융서비스,건강,순수형,1.9
2025,05,금융서비스,건강,특화형,0.3
2025,05,금융서비스,건강,환급형,1.3
2025,05,금융서비스,연금저축,연금/저축,2.0
2025,05,금융서비스,종신,목적종신,1.7
2025,05,금융서비스,종신,일반종신,0.6
2025,05,디지털,건강,순수형,0.3
2025,05,디지털,건강,특화형,0.1
2025,05,디지털,건강,환급형,0.2
2025,05,디지털,연금저축,연금/저축,4.9
2025,05,디지털,종신,목적종신,0.3
2025,05,디지털,종신,일반종신,0.1
2025,05,신채널,건강,순수형,1.1
2025,05,신채널,건강,특화형,0.2
2025,05,신채널,건강,환급형,0.7
2025,05,신채널,연금저축,연금/저축,0.9
2025,05,신채널,종신,목적종신,0.8
2025,05,신채널,종신,일반종신,0.3
2025,06,AFC,건강,순수형,0.9
2025,06,AFC,건강,특화형,0.1
2025,06,AFC,건강,환급형,0.7
2025,06,AFC,연금저축,연금/저축,1.0
2025,06,AFC,종신,목적종신,0.8
2025,06,AFC,종신,일반종신,0.3
2025,06,BA,건강,순수형,0.0
2025,06,BA,건강,특화형,0.0
2025,06,BA,건강,환급형,0.0
2025,06,BA,연금저축,연금/저축,24.5
2025,06,BA,종신,목적종신,0.0
2025,06,BA,종신,일반종신,0.0
2025,06,FC,건강,순수형,44.7
2025,06,FC,건강,특화형,6.6
2025,06,FC,건강,환급형,31.4
2025,06,FC,연금저축,연금/저축,2.0
2025,06,FC,종신,목적종신,40.0
2025,06,FC,종신,일반종신,14.0
2025,06,GA,건강,순수형,9.6
2025,06,GA,건강,특화형,1.4
2025,06,GA,건강,환급형,6.7
2025,06,GA,연금저축,연금/저축,2.0
2025,06,GA,종신,목적종신,8.5
2025,06,GA,종신,일반종신,3.0
2025,06,GFC,건강,순수형,9.0
2025,06,GFC,건강,특화형,1.3
2025,06,GFC,건강,환급형,6.3
2025,06,GFC,연금저축,연금/저축,2.0
2025,06,GFC,종신,목적종신,8.0
2025,06,GFC,종신,일반종신,2.8
2025,06,금융서비스,건강,순수형,1.9
2025,06,금융서비스,건강,특화형,0.3
2025,06,금융서비스,건강,환급형,1.3
2025,06,금융서비스,연금저축,연금/저축,2.0
2025,06,금융서비스,종신,목적종신,1.7
2025,06,금융서비스,종신,일반종신,0.6
2025,06,디지털,건강,순수형,0.3
2025,06,디지털,건강,특화형,0.1
2025,06,디지털,건강,환급형,0.2
